@timestamp,@maxMemoryUsed,@memorySize
2022-11-29 01:42:33.899,2.49E8,5.12E8
2022-11-29 01:42:33.380,2.5E8,5.12E8
2022-11-29 01:42:33.104,2.49E8,5.12E8
2022-11-29 01:42:32.227,2.5E8,5.12E8
2022-11-29 01:42:29.964,2.5E8,5.12E8
2022-11-29 01:42:29.573,2.5E8,5.12E8
2022-11-29 01:42:28.951,2.49E8,5.12E8
2022-11-29 01:42:28.243,2.49E8,5.12E8
2022-11-29 01:42:27.187,2.5E8,5.12E8
2022-11-29 01:42:26.976,2.5E8,5.12E8
2022-11-29 01:42:26.876,2.5E8,5.12E8
2022-11-29 01:42:26.453,2.49E8,5.12E8
2022-11-29 01:42:24.286,2.49E8,5.12E8
2022-11-29 01:42:23.709,2.5E8,5.12E8
2022-11-29 01:42:23.148,2.49E8,5.12E8
2022-11-29 01:42:22.682,2.5E8,5.12E8
2022-11-29 01:42:22.672,2.5E8,5.12E8
2022-11-29 01:42:22.218,2.5E8,5.12E8
2022-11-29 01:42:21.841,2.49E8,5.12E8
2022-11-29 01:42:21.384,2.5E8,5.12E8
2022-11-29 01:42:21.193,2.49E8,5.12E8
2022-11-29 01:42:20.827,2.5E8,5.12E8
2022-11-29 01:42:20.707,2.5E8,5.12E8
2022-11-29 01:42:20.097,2.49E8,5.12E8
2022-11-29 01:42:20.046,2.5E8,5.12E8
2022-11-29 01:42:15.453,2.5E8,5.12E8
2022-11-29 01:42:15.380,2.5E8,5.12E8
2022-11-29 01:42:15.267,2.49E8,5.12E8
2022-11-29 01:42:12.989,2.5E8,5.12E8
2022-11-29 01:42:03.620,2.5E8,5.12E8
2022-11-29 01:39:42.338,2.48E8,1.024E9
2022-11-29 01:39:41.313,2.5E8,1.024E9
2022-11-29 01:39:41.153,2.49E8,1.024E9
2022-11-29 01:39:40.971,2.49E8,1.024E9
2022-11-29 01:39:40.746,2.5E8,1.024E9
2022-11-29 01:39:40.697,2.49E8,1.024E9
2022-11-29 01:39:40.407,2.49E8,1.024E9
2022-11-29 01:39:40.157,2.49E8,1.024E9
2022-11-29 01:39:39.927,2.5E8,1.024E9
2022-11-29 01:39:39.671,2.49E8,1.024E9
2022-11-29 01:39:39.177,2.49E8,1.024E9
2022-11-29 01:39:39.171,2.5E8,1.024E9
2022-11-29 01:39:38.972,2.5E8,1.024E9
2022-11-29 01:39:37.873,2.49E8,1.024E9
2022-11-29 01:39:37.609,2.5E8,1.024E9
2022-11-29 01:39:37.133,2.5E8,1.024E9
2022-11-29 01:39:36.698,2.5E8,1.024E9
2022-11-29 01:39:36.676,2.5E8,1.024E9
2022-11-29 01:39:36.354,2.5E8,1.024E9
2022-11-29 01:39:36.212,2.49E8,1.024E9
2022-11-29 01:39:36.054,2.49E8,1.024E9
2022-11-29 01:39:35.607,2.5E8,1.024E9
2022-11-29 01:39:35.431,2.5E8,1.024E9
2022-11-29 01:39:35.328,2.5E8,1.024E9
2022-11-29 01:39:35.209,2.49E8,1.024E9
2022-11-29 01:39:34.789,2.5E8,1.024E9
2022-11-29 01:39:34.423,2.5E8,1.024E9
2022-11-29 01:39:34.290,2.5E8,1.024E9
2022-11-29 01:39:33.972,2.49E8,1.024E9
2022-11-29 01:39:28.985,2.5E8,1.024E9
2022-11-29 01:38:18.386,2.49E8,2.048E9
2022-11-29 01:38:18.177,2.5E8,2.048E9
2022-11-29 01:38:17.847,2.49E8,2.048E9
2022-11-29 01:38:17.514,2.49E8,2.048E9
2022-11-29 01:38:17.467,2.5E8,2.048E9
2022-11-29 01:38:17.134,2.51E8,2.048E9
2022-11-29 01:38:16.940,2.5E8,2.048E9
2022-11-29 01:38:16.827,2.49E8,2.048E9
2022-11-29 01:38:16.408,2.49E8,2.048E9
2022-11-29 01:38:16.292,2.49E8,2.048E9
2022-11-29 01:38:15.968,2.49E8,2.048E9
2022-11-29 01:38:15.896,2.49E8,2.048E9
2022-11-29 01:38:15.717,2.49E8,2.048E9
2022-11-29 01:38:15.394,2.49E8,2.048E9
2022-11-29 01:38:15.372,2.5E8,2.048E9
2022-11-29 01:38:15.300,2.5E8,2.048E9
2022-11-29 01:38:14.871,2.5E8,2.048E9
2022-11-29 01:38:14.857,2.49E8,2.048E9
2022-11-29 01:38:14.798,2.5E8,2.048E9
2022-11-29 01:38:14.720,2.49E8,2.048E9
2022-11-29 01:38:14.227,2.49E8,2.048E9
2022-11-29 01:38:14.121,2.49E8,2.048E9
2022-11-29 01:38:13.876,2.49E8,2.048E9
2022-11-29 01:38:13.549,2.5E8,2.048E9
2022-11-29 01:38:13.469,2.49E8,2.048E9
2022-11-29 01:38:13.229,2.5E8,2.048E9
2022-11-29 01:38:12.969,2.5E8,2.048E9
2022-11-29 01:38:12.642,2.49E8,2.048E9
2022-11-29 01:38:09.404,2.49E8,2.048E9
2022-11-29 01:38:08.890,2.5E8,2.048E9
2022-11-29 01:37:37.886,2.54E8,4.096E9
2022-11-29 01:37:37.744,2.56E8,4.096E9
2022-11-29 01:37:37.543,2.55E8,4.096E9
2022-11-29 01:37:37.388,2.56E8,4.096E9
2022-11-29 01:37:37.240,2.56E8,4.096E9
2022-11-29 01:37:37.149,2.56E8,4.096E9
2022-11-29 01:37:36.986,2.56E8,4.096E9
2022-11-29 01:37:36.984,2.55E8,4.096E9
2022-11-29 01:37:36.962,2.56E8,4.096E9
2022-11-29 01:37:36.820,2.55E8,4.096E9
2022-11-29 01:37:36.438,2.55E8,4.096E9
2022-11-29 01:37:36.296,2.56E8,4.096E9
2022-11-29 01:37:36.280,2.56E8,4.096E9
2022-11-29 01:37:36.168,2.56E8,4.096E9
2022-11-29 01:37:36.104,2.55E8,4.096E9
2022-11-29 01:37:35.965,2.55E8,4.096E9
2022-11-29 01:37:35.851,2.56E8,4.096E9
2022-11-29 01:37:35.750,2.56E8,4.096E9
2022-11-29 01:37:35.682,2.55E8,4.096E9
2022-11-29 01:37:35.548,2.55E8,4.096E9
2022-11-29 01:37:35.501,2.56E8,4.096E9
2022-11-29 01:37:35.406,2.56E8,4.096E9
2022-11-29 01:37:35.404,2.56E8,4.096E9
2022-11-29 01:37:35.323,2.55E8,4.096E9
2022-11-29 01:37:35.297,2.56E8,4.096E9
2022-11-29 01:37:35.180,2.56E8,4.096E9
2022-11-29 01:37:34.925,2.56E8,4.096E9
2022-11-29 01:37:34.901,2.55E8,4.096E9
2022-11-29 01:37:34.839,2.55E8,4.096E9
2022-11-29 01:37:31.923,2.56E8,4.096E9